persid,hhid,persno,primary_mode_raw,travel_mode_3,hhinc_group,hh_income_3,anzsco1,occupation_5,homesubregion_asgs_person,homeregion_asgs_person,region_3,studying,anywork,edu_status_3,agegroup,age_stage_4,totalvehs,veh_own_3,sex,relationship,owndwell,homelga,persinc,perspoststratweight,hhpoststratweight,main_journey_duration_min
Y24H5860325P02,Y24H5860325,2,Train,Public,"$1,500-$1,749 ($78,000-$90,999)",Medium,Clerical and Administrative Workers,Student,MELB - Inner,Greater Melbourne,Inner Melbourne,Part-time TAFE/Uni,Yes,Currently Studying,25->29,Young Adults,1,1 car,Female,Unrelated,Being Rented,Maribyrnong (C),"$1,500-$1,749 ($78,000-$90,999)",403.683203218,307.7069108,40.0
Y24H5870302P04,Y24H5870302,4,Vehicle Passenger,Private,"$1,750-$1,999 ($91,000-$103,999)",Medium,Professionals,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Full-time TAFE/Uni,Yes,Currently Studying,15->19,Children,2,2+ cars,Female,Grandchild,Fully Owned,Boroondara (C),"$1-$149 ($1-$7,799)",306.837222603,551.5603814,30.0
Y24H5870336P02,Y24H5870336,2,Public Bus,Public,"$3,000-$3,499 ($156,000-$181,999)",High,Professionals,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Part-time TAFE/Uni,Yes,Currently Studying,30->34,Adults,2,2+ cars,Female,Spouse,Being Rented,Boroondara (C),"$1,500-$1,749 ($78,000-$90,999)",1237.021065434,1022.807856,50.0
Y24H5890106P03,Y24H5890106,3,Vehicle Driver,Private,"$4,500-$4,999 ($234,000-$259,999)",High,Community and Personal Service Workers,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Part-time TAFE/Uni,Yes,Currently Studying,20->24,Young Adults,3,2+ cars,Female,Child,Fully Owned,Mornington Peninsula (S),"$500-$649 ($26,000-$33,799)",1117.148305651,536.3092164,15.0
Y24H5890202P01,Y24H5890202,1,Vehicle Driver,Private,"$1,250-$1,499 ($65,000-$77,999)",Medium,Labourers,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Full-time TAFE/Uni,Yes,Currently Studying,35->39,Adults,2,2+ cars,Male,Self,Being Rented,Monash (C),"$300-$399 ($15,600-$20,799)",1119.918577352,708.2759368,4.0
Y24H5890224P03,Y24H5890224,3,Vehicle Driver,Private,"$5,000-$5,999 ($260,000-$311,999)",High,Not in Work Force,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Full-time TAFE/Uni,No,Currently Studying,20->24,Young Adults,4,2+ cars,Male,Child,Fully Owned,Monash (C),"$1,250-$1,499 ($65,000-$77,999)",1946.880875804,1319.69676,15.0
Y24H5890504P03,Y24H5890504,3,Vehicle Driver,Private,"$1,250-$1,499 ($65,000-$77,999)",Medium,Labourers,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Full-time TAFE/Uni,Yes,Currently Studying,20->24,Young Adults,2,2+ cars,Male,Unrelated,Being Rented,Melton (S),Nil income,911.098384353,702.0921657,20.0
Y24H5890504P04,Y24H5890504,4,Train,Public,"$1,250-$1,499 ($65,000-$77,999)",Medium,Community and Personal Service Workers,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Full-time TAFE/Uni,Yes,Currently Studying,20->24,Young Adults,2,2+ cars,Male,Unrelated,Being Rented,Melton (S),"$1,250-$1,499 ($65,000-$77,999)",792.871111578,702.0921657,57.0
Y24H5890504P05,Y24H5890504,5,Train,Public,"$1,250-$1,499 ($65,000-$77,999)",Medium,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Full-time TAFE/Uni,No,Currently Studying,15->19,Children,2,2+ cars,Male,Unrelated,Being Rented,Melton (S),Nil income,1226.098609383,702.0921657,17.0
Y24H5890524P03,Y24H5890524,3,Vehicle Passenger,Private,"$2,000-$2,499 ($104,000-$129,999)",High,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Full-time TAFE/Uni,No,Currently Studying,20->24,Young Adults,1,1 car,Female,Child,Fully Owned,Wyndham (C),"$1-$149 ($1-$7,799)",534.224140975,323.9528341,15.0
Y24H5890524P04,Y24H5890524,4,Train,Public,"$2,000-$2,499 ($104,000-$129,999)",High,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Full-time TAFE/Uni,No,Currently Studying,20->24,Young Adults,1,1 car,Female,Child,Fully Owned,Wyndham (C),"$1-$149 ($1-$7,799)",534.224140975,323.9528341,60.0
Y24H5900224P02,Y24H5900224,2,Train,Public,"$650-$799 ($33,800-$41,599)",Low,Community and Personal Service Workers,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Part-time TAFE/Uni,Yes,Currently Studying,20->24,Young Adults,2,2+ cars,Female,Child,Fully Owned,Whitehorse (C),"$500-$649 ($26,000-$33,799)",603.656852223,389.0624696,46.0
Y24H5900302P02,Y24H5900302,2,Tram,Public,"$1,250-$1,499 ($65,000-$77,999)",Medium,Community and Personal Service Workers,Student,MELB - Inner,Greater Melbourne,Inner Melbourne,Part-time TAFE/Uni,Yes,Currently Studying,40->44,Adults,2,2+ cars,Female,Spouse,Being Purchased,Port Phillip (C),"$300-$399 ($15,600-$20,799)",1776.542314355,1092.348636,37.0
Y24H5910103P02,Y24H5910103,2,Vehicle Driver,Private,"$2,500-$2,999 ($130,000-$155,999)",High,Community and Personal Service Workers,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Full-time TAFE/Uni,Yes,Currently Studying,30->34,Adults,2,2+ cars,Male,Spouse,Being Purchased,Casey (C),"$650-$799 ($33,800-$41,599)",582.620166207,512.7799863,18.0
Y24H5910403P03,Y24H5910403,3,Vehicle Driver,Private,"$3,500-$3,999 ($182,000-$207,999)",High,Technicians and Trades Workers,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Part-time TAFE/Uni,Yes,Currently Studying,20->24,Young Adults,2,2+ cars,Male,Child,Being Purchased,Darebin (C),"$800-$999 ($41,600-$51,999)",292.897043027,346.1586723,30.0
Y24H5920403P03,Y24H5920403,3,Vehicle Driver,Private,"$4,500-$4,999 ($234,000-$259,999)",High,Managers,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Part-time TAFE/Uni,Yes,Currently Studying,20->24,Young Adults,3,2+ cars,Male,Child,Fully Owned,Whittlesea (C),"$1,250-$1,499 ($65,000-$77,999)",468.907260328,806.8402807,60.0
Y24H5920406P02,Y24H5920406,2,Vehicle Driver,Private,"$4,500-$4,999 ($234,000-$259,999)",High,Professionals,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Part-time TAFE/Uni,Yes,Currently Studying,55->59,Adults,2,2+ cars,Female,Spouse,Fully Owned,Whittlesea (C),"$1,500-$1,749 ($78,000-$90,999)",653.930295684,767.6165898,35.0
Y24H5930130P01,Y24H5930130,1,Vehicle Driver,Private,"$800-$999 ($41,600-$51,999)",Medium,Professionals,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Full-time TAFE/Uni,Yes,Currently Studying,20->24,Young Adults,1,1 car,Female,Self,Being Rented,Kingston (C),"$800-$999 ($41,600-$51,999)",610.39841251,619.9125377,60.0
Y24H5930403P01,Y24H5930403,1,Vehicle Driver,Private,"$1,500-$1,749 ($78,000-$90,999)",Medium,Managers,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Part-time TAFE/Uni,Yes,Currently Studying,45->49,Adults,4,2+ cars,Female,Self,Being Rented,Whittlesea (C),"$1,000-$1,249 ($52,000-$64,999)",1570.881204542,1596.021145,35.0
Y24H5930420P03,Y24H5930420,3,Public Bus,Public,"$3,500-$3,999 ($182,000-$207,999)",High,Community and Personal Service Workers,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Full-time TAFE/Uni,Yes,Currently Studying,20->24,Young Adults,3,2+ cars,Male,Child,Being Purchased,Whittlesea (C),"$400-$499 ($20,800-$25,999)",489.978675899,633.8693547,30.0
Y24H5930420P04,Y24H5930420,4,Vehicle Driver,Private,"$3,500-$3,999 ($182,000-$207,999)",High,Community and Personal Service Workers,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Full-time TAFE/Uni,Yes,Currently Studying,20->24,Young Adults,3,2+ cars,Female,Child,Being Purchased,Whittlesea (C),"$400-$499 ($20,800-$25,999)",499.824357942,633.8693547,18.0
Y24H5930423P02,Y24H5930423,2,Vehicle Passenger,Private,"$800-$999 ($41,600-$51,999)",Medium,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Full-time TAFE/Uni,No,Currently Studying,40->44,Adults,3,2+ cars,Female,Spouse,Being Rented,Whittlesea (C),"$300-$399 ($15,600-$20,799)",511.907886186,548.1985029,35.0
Y24H5930438P01,Y24H5930438,1,Vehicle Driver,Private,"$5,000-$5,999 ($260,000-$311,999)",High,Professionals,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Part-time TAFE/Uni,Yes,Currently Studying,35->39,Adults,2,2+ cars,Male,Self,Being Purchased,Whittlesea (C),"$2,000-$2,999 ($104,000-$155,999)",281.45321755,570.9865651,35.0
Y24H5930438P02,Y24H5930438,2,Vehicle Driver,Private,"$5,000-$5,999 ($260,000-$311,999)",High,Professionals,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Part-time TAFE/Uni,Yes,Currently Studying,30->34,Adults,2,2+ cars,Male,Spouse,Being Purchased,Whittlesea (C),"$2,000-$2,999 ($104,000-$155,999)",314.249287015,570.9865651,35.0
Y24H5940409P03,Y24H5940409,3,Vehicle Driver,Private,"$3,500-$3,999 ($182,000-$207,999)",High,Sales Workers,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Part-time TAFE/Uni,Yes,Currently Studying,20->24,Young Adults,3,2+ cars,Male,Child,Fully Owned,Whittlesea (C),"$1,250-$1,499 ($65,000-$77,999)",466.445112635,802.6037075,15.0
Y24H5940411P03,Y24H5940411,3,Vehicle Driver,Private,"$5,000-$5,999 ($260,000-$311,999)",High,Managers,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Part-time TAFE/Uni,Yes,Currently Studying,20->24,Young Adults,5,2+ cars,Male,Child,Fully Owned,Whittlesea (C),"$1,500-$1,749 ($78,000-$90,999)",639.605037162,1100.556872,30.0
Y24H5940411P05,Y24H5940411,5,Vehicle Driver,Private,"$5,000-$5,999 ($260,000-$311,999)",High,Sales Workers,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Full-time TAFE/Uni,Yes,Currently Studying,20->24,Young Adults,5,2+ cars,Female,Child,Fully Owned,Whittlesea (C),"$300-$399 ($15,600-$20,799)",652.457326739,1100.556872,5.0
Y24H5950305P02,Y24H5950305,2,Tram,Public,"$3,000-$3,499 ($156,000-$181,999)",High,Professionals,Student,MELB - Inner,Greater Melbourne,Inner Melbourne,Full-time TAFE/Uni,Yes,Currently Studying,30->34,Adults,1,1 car,Male,Spouse,Being Purchased,Melbourne (C),"$1,250-$1,499 ($65,000-$77,999)",2123.514598214,2211.003253,49.0
Y24H5980211P03,Y24H5980211,3,Train,Public,"$2,500-$2,999 ($130,000-$155,999)",High,Professionals,Student,MELB - Inner,Greater Melbourne,Inner Melbourne,Full-time TAFE/Uni,Yes,Currently Studying,15->19,Children,2,2+ cars,Female,Child,Being Purchased,Boroondara (C),"$1-$149 ($1-$7,799)",353.054991201,634.6399043,110.0
Y24H5980318P03,Y24H5980318,3,Vehicle Driver,Private,"$8,000 or more ($416,000 or more)",High,Not in Work Force,Student,MELB - Inner,Greater Melbourne,Inner Melbourne,Full-time TAFE/Uni,No,Currently Studying,20->24,Young Adults,4,2+ cars,Female,Child,Fully Owned,Stonnington (C),"$650-$799 ($33,800-$41,599)",2069.350182974,1309.526434,30.0
Y24H5990315P05,Y24H5990315,5,Vehicle Driver,Private,"$6,000-$7,999 ($312,000-$415,999)",High,Labourers,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Full-time TAFE/Uni,Yes,Currently Studying,15->19,Children,5,2+ cars,Male,Child,Being Purchased,Bayside (C),"$150-$299 ($7,800-$15,599)",1178.110866162,679.1810122,20.0
Y24H5990422P02,Y24H5990422,2,Tram,Public,"$800-$999 ($41,600-$51,999)",Medium,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Full-time TAFE/Uni,No,Currently Studying,30->34,Adults,1,1 car,Female,Spouse,Being Rented,Whittlesea (C),Nil income,1072.128771649,996.820879,57.0
Y24H6000329P02,Y24H6000329,2,Tram,Public,"$5,000-$5,999 ($260,000-$311,999)",High,Professionals,Student,MELB - Inner,Greater Melbourne,Inner Melbourne,Part-time TAFE/Uni,Yes,Currently Studying,25->29,Young Adults,2,2+ cars,Male,Child,Fully Owned,Port Phillip (C),"$2,000-$2,999 ($104,000-$155,999)",821.974656704,726.4081265,33.0
Y24H6010125P03,Y24H6010125,3,Vehicle Driver,Private,"$2,500-$2,999 ($130,000-$155,999)",High,Clerical and Administrative Workers,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Part-time TAFE/Uni,Yes,Currently Studying,35->39,Adults,3,2+ cars,Female,Child,Fully Owned,Mornington Peninsula (S),"$1-$149 ($1-$7,799)",547.031360274,750.4991382,35.0
Y24H6010134P04,Y24H6010134,4,Vehicle Driver,Private,"$8,000 or more ($416,000 or more)",High,Managers,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Full-time TAFE/Uni,Yes,Currently Studying,20->24,Young Adults,5,2+ cars,Male,Child,Fully Owned,Mornington Peninsula (S),"$500-$649 ($26,000-$33,799)",1097.715946109,836.7909718,10.0
Y24H6010523P02,Y24H6010523,2,Train,Public,"$500-$649 ($26,000-$33,799)",Low,Labourers,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Part-time TAFE/Uni,Yes,Currently Studying,20->24,Young Adults,3,2+ cars,Male,Child,Fully Owned,Brimbank (C),"$500-$649 ($26,000-$33,799)",1753.219637402,875.6492412,74.0
Y24H6020338P01,Y24H6020338,1,Bicycle,Active,"$5,000-$5,999 ($260,000-$311,999)",High,Managers,Student,MELB - Inner,Greater Melbourne,Inner Melbourne,Part-time TAFE/Uni,Yes,Currently Studying,35->39,Adults,1,1 car,Male,Self,Being Rented,Yarra (C),"$1,750-$1,999 ($91,000-$103,999)",407.397865291,468.5404467,10.0
Y24H6020515P01,Y24H6020515,1,Vehicle Driver,Private,"$2,000-$2,499 ($104,000-$129,999)",High,Clerical and Administrative Workers,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Part-time TAFE/Uni,Yes,Currently Studying,50->54,Adults,2,2+ cars,Female,Self,Fully Owned,Hume (C),"$1,750-$1,999 ($91,000-$103,999)",833.416035064,383.77078,18.0
Y24H6030105P04,Y24H6030105,4,Vehicle Driver,Private,"$5,000-$5,999 ($260,000-$311,999)",High,Technicians and Trades Workers,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Full-time TAFE/Uni,Yes,Currently Studying,20->24,Young Adults,4,2+ cars,Male,Grandchild,Fully Owned,Mornington Peninsula (S),"$800-$999 ($41,600-$51,999)",1009.109391293,606.5674596,32.0
Y24H6030122P04,Y24H6030122,4,Vehicle Driver,Private,"$3,500-$3,999 ($182,000-$207,999)",High,Clerical and Administrative Workers,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Full-time TAFE/Uni,Yes,Currently Studying,20->24,Young Adults,4,2+ cars,Female,Child,Being Purchased,Mornington Peninsula (S),"$400-$499 ($20,800-$25,999)",773.332587752,551.436558,5.0
Y24H6030218P03,Y24H6030218,3,Vehicle Driver,Private,"$3,000-$3,499 ($156,000-$181,999)",High,Professionals,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Part-time TAFE/Uni,Yes,Currently Studying,20->24,Young Adults,4,2+ cars,Female,Child,Being Purchased,Maroondah (C),"$400-$499 ($20,800-$25,999)",877.78262601,1282.693343,54.0
Y24H6030218P04,Y24H6030218,4,Vehicle Driver,Private,"$3,000-$3,499 ($156,000-$181,999)",High,Technicians and Trades Workers,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Part-time TAFE/Uni,Yes,Currently Studying,15->19,Children,4,2+ cars,Male,Child,Being Purchased,Maroondah (C),"$150-$299 ($7,800-$15,599)",2656.974262827,1282.693343,7.0
Y24H6040105P04,Y24H6040105,4,Train,Public,"$4,000-$4,499 ($208,000-$233,999)",High,Professionals,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Full-time TAFE/Uni,Yes,Currently Studying,30->34,Adults,3,2+ cars,Female,Child,Fully Owned,Cardinia (S),"$1,500-$1,749 ($78,000-$90,999)",1868.900905118,1387.819261,117.0
Y24H6040515P05,Y24H6040515,5,Vehicle Driver,Private,"$650-$799 ($33,800-$41,599)",Low,Community and Personal Service Workers,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Full-time TAFE/Uni,Yes,Currently Studying,20->24,Young Adults,3,2+ cars,Female,Grandchild,Being Purchased,Melton (S),"$1-$149 ($1-$7,799)",1387.20954043,921.4946703,10.0
Y24H6050409P02,Y24H6050409,2,Train,Public,"$2,000-$2,499 ($104,000-$129,999)",High,Managers,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Full-time TAFE/Uni,Yes,Currently Studying,20->24,Young Adults,4,2+ cars,Female,Child,Being Purchased,Mitchell (S),"$150-$299 ($7,800-$15,599)",731.240077052,1233.446632,120.0
Y24H6050503P05,Y24H6050503,5,Train,Public,"$1,000-$1,249 ($52,000-$64,999)",Medium,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Full-time TAFE/Uni,No,Currently Studying,20->24,Young Adults,2,2+ cars,Female,Child,Being Rented,Wyndham (C),"$1-$149 ($1-$7,799)",1013.187877541,511.9965248,104.0
Y24H6050508P01,Y24H6050508,1,Vehicle Driver,Private,"$1,000-$1,249 ($52,000-$64,999)",Medium,Professionals,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Part-time TAFE/Uni,Yes,Currently Studying,25->29,Young Adults,1,1 car,Female,Self,Being Rented,Wyndham (C),"$1,000-$1,249 ($52,000-$64,999)",916.23144175,322.8434386,12.0
Y24H6060308P02,Y24H6060308,2,Tram,Public,"$2,500-$2,999 ($130,000-$155,999)",High,Not in Work Force,Student,MELB - Inner,Greater Melbourne,Inner Melbourne,Full-time TAFE/Uni,No,Currently Studying,15->19,Children,0,No car,Male,Sibling,Occupied Rent-Free,Merri-bek (C),"$150-$299 ($7,800-$15,599)",789.24028198,568.5968655,19.0
Y24H6060334P02,Y24H6060334,2,Vehicle Driver,Private,"$1,750-$1,999 ($91,000-$103,999)",Medium,Technicians and Trades Workers,Student,MELB - Inner,Greater Melbourne,Inner Melbourne,Part-time TAFE/Uni,Yes,Currently Studying,30->34,Adults,2,2+ cars,Female,Spouse,Being Rented,Merri-bek (C),"$800-$999 ($41,600-$51,999)",1629.675546616,618.920641,7.0
Y24H6066109P02,Y24H6066109,2,Vehicle Driver,Private,"$1,000-$1,249 ($52,000-$64,999)",Medium,Clerical and Administrative Workers,Student,Other,Shepparton SA4,Regional Victoria,Part-time TAFE/Uni,Yes,Currently Studying,30->34,Adults,1,1 car,Female,Spouse,Being Rented,Greater Shepparton (C),"$650-$799 ($33,800-$41,599)",269.38000027,192.2273567,25.0
Y24H6070104P02,Y24H6070104,2,Vehicle Driver,Private,"$4,000-$4,499 ($208,000-$233,999)",High,Professionals,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Part-time TAFE/Uni,Yes,Currently Studying,40->44,Adults,2,2+ cars,Female,Spouse,Being Purchased,Casey (C),"$1,500-$1,749 ($78,000-$90,999)",613.572983089,534.6972884,45.0
Y24H6070109P02,Y24H6070109,2,Public Bus,Public,"$3,000-$3,499 ($156,000-$181,999)",High,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Full-time TAFE/Uni,No,Currently Studying,25->29,Young Adults,7,2+ cars,Female,Spouse,Being Purchased,Casey (C),Nil income,1513.288545203,797.7075365,48.0
Y24H6070109P04,Y24H6070109,4,Vehicle Driver,Private,"$3,000-$3,499 ($156,000-$181,999)",High,Community and Personal Service Workers,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Part-time TAFE/Uni,Yes,Currently Studying,20->24,Young Adults,7,2+ cars,Male,Other relative,Being Purchased,Casey (C),"$650-$799 ($33,800-$41,599)",853.040039992,797.7075365,60.0
Y24H6070238P01,Y24H6070238,1,Vehicle Driver,Private,"$3,000-$3,499 ($156,000-$181,999)",High,Professionals,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Part-time TAFE/Uni,Yes,Currently Studying,35->39,Adults,2,2+ cars,Female,Self,Being Purchased,Maroondah (C),"$650-$799 ($33,800-$41,599)",748.73475585,675.2555329,45.0
Y24H6070423P01,Y24H6070423,1,Walking,Active,"$2,500-$2,999 ($130,000-$155,999)",High,Professionals,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Part-time TAFE/Uni,Yes,Currently Studying,40->44,Adults,0,No car,Male,Self,Being Rented,Banyule (C),"$2,000-$2,999 ($104,000-$155,999)",493.605095174,940.7729817,20.0
Y24H6080327P04,Y24H6080327,4,Vehicle Passenger,Private,"$8,000 or more ($416,000 or more)",High,Labourers,Student,MELB - Inner,Greater Melbourne,Inner Melbourne,Full-time TAFE/Uni,Yes,Currently Studying,20->24,Young Adults,2,2+ cars,Male,Child,Being Purchased,Hobsons Bay (C),"$1-$149 ($1-$7,799)",637.243238181,454.456514,10.0
Y24H6080428P01,Y24H6080428,1,Train,Public,"$1,250-$1,499 ($65,000-$77,999)",Medium,Community and Personal Service Workers,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Full-time TAFE/Uni,Yes,Currently Studying,25->29,Young Adults,1,1 car,Female,Self,Being Rented,Whittlesea (C),"$500-$649 ($26,000-$33,799)",1117.712268224,823.0114947,20.0
Y24H6080428P02,Y24H6080428,2,Vehicle Driver,Private,"$1,250-$1,499 ($65,000-$77,999)",Medium,Community and Personal Service Workers,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Full-time TAFE/Uni,Yes,Currently Studying,25->29,Young Adults,1,1 car,Male,Spouse,Being Rented,Whittlesea (C),"$650-$799 ($33,800-$41,599)",1095.695254779,823.0114947,22.0
